index,Beds,Baths,Area,Noise,PropertyType,DaysOnRealtor.com,YearBuilt,Latitude,Longitude,City_x,County,FemaInfo,FloodFactorHigh,LastSoldYear,SizeRank,yearly_price_delta,yearly_price_delta_percent
311,3.0,2.5,1815.0, Medium,Single Family Home,190.0,1999.0,27.273789,-80.24149200000002,Jensen Beach,St. Lucie County,X   (),False,2013,2713,-5398.522727272728,0.11952045692382818
312,3.0,2.0,1812.0, Medium,Single Family Home,123.0,2015.0,27.260653,-80.276635,Jensen Beach,Martin County,AH   (),False,2019,2713,-12442.727272727272,0.08813241988636167
313,3.0,2.5,2536.0, Medium,Single Family Home,48.0,2002.0,27.248757,-80.25599799999998,Jensen Beach,Martin County,X   (),False,2015,2713,-10400.909090909092,0.07110979582167842
314,3.0,3.0,2776.0, Low,Single Family Home,8.0,1992.0,27.230062,-80.244345,Jensen Beach,Martin County,X   (),False,2010,2713,-3798.181818181818,0.06313517675308566
315,5.0,3.5,2547.0, Low,Single Family Home,142.0,1999.0,26.12238,-80.41206,Weston,Broward County,X500   (),False,2018,7397,-11219.363636363636,0.0847011358232473
316,5.0,3.5,2547.0, Low,Single Family Home,142.0,1999.0,26.12238,-80.41206,Weston,Broward County,X500   (),False,2018,7397,-11219.363636363636,0.0847011358232473
317,5.0,3.5,3197.0, Low,Single Family Home,43.0,2001.0,26.103315,-80.413442,Weston,Broward County,X500   (),False,2003,7397,3296.666666666666,0.36262475037772457
318,5.0,3.5,3197.0, Low,Single Family Home,43.0,2001.0,26.103315,-80.413442,Weston,Broward County,X500   (),False,2003,7397,3296.666666666666,0.36262475037772457
319,3.0,2.0,1337.0, Low,Townhome,64.0,2021.0,28.35429,-82.58334599999998,Hudson,Pasco County,X   (),False,2020,7859,-54684.09090909091,-0.9013879216639537
320,3.0,2.0,1337.0, Low,Townhome,64.0,2021.0,28.354304,-82.58322199999998,Hudson,Pasco County,X   (),False,2020,7859,-54672.727272727265,-0.9010698555061928
321,3.0,2.0,1660.0, Low,Single Family Home,23.0,1997.0,28.353407,-82.59349399999998,Hudson,Pasco County,X   (),False,2020,7859,-25612.272727272728,0.07138031892646926
322,3.0,3.0,2525.0, Medium,Condo,143.0,2006.0,28.35845,-80.706375,Merritt Island,Brevard County,X   (),True,2011,4626,-6090.136363636364,-0.11872282502497845
323,3.0,1.0,1392.0, Medium,Single Family Home,1.0,1962.0,28.392468,-80.704642,Merritt Island,Brevard County,X   (),False,2018,4626,-12476.636363636364,0.1617567123480601
324,4.0,2.5,2745.0, Low,Single Family Home,43.0,2006.0,27.144118,-80.23362900000002,Stuart,Martin County,X   (),False,2017,758,-15357.340909090908,0.09580094389505693
325,4.0,3.0,2346.0, Low,Single Family Home,116.0,2016.0,27.140481,-80.24871,Stuart,Martin County,X   (),False,2019,758,-16127.136363636364,0.32725071876018863
326,3.0,2.5,1593.0, Medium,Townhome,38.0,2003.0,27.97854,-82.70872,Clearwater,Pinellas County,AE   (),True,2012,5681,-8337.51515151515,0.4547547610396272
327,3.0,2.5,1593.0, Medium,Townhome,38.0,2003.0,27.97854,-82.70872,Clearwater,Pinellas County,AE   (),True,2012,5681,-8337.51515151515,0.4547547610396272
328,2.0,2.0,905.0, Medium,Condo,131.0,1974.0,25.898923,-80.187185,North Miami,Miami-Dade County,X500   (),False,2014,1421,-18330.545454545456,-0.037859549294544825
329,1.0,1.5,740.0, Medium,Condo,77.0,1973.0,25.899594,-80.159897,North Miami,Miami-Dade County,AE   (),True,2020,6073,-5712.363636363636,0.2911732507907555
330,1.0,1.5,740.0, Medium,Condo,339.0,1973.0,25.899594,-80.159897,North Miami,Miami-Dade County,AE   (),True,2018,6073,-1533.787878787879,0.20402080790503316
331,2.0,2.0,1050.0, Medium,Condo,92.0,1973.0,25.899594,-80.159897,North Miami,Miami-Dade County,AE   (),True,2011,6073,-5789.481818181816,1.893311824206488
332,2.0,2.5,1603.0, Medium,Condo,440.0,2007.0,25.914456,-80.151875,North Miami,Miami-Dade County,AE   (),False,2011,6073,-2789.527272727272,0.3290189670636305
333,2.0,3.0,1950.0, Medium,Condo,2.0,1975.0,25.881212,-80.163382,Miami,Miami-Dade County,AE   (),True,2019,6073,-3446.227272727273,0.005668763651584086
334,2.0,2.0,1188.0, Medium,Condo,134.0,1972.0,25.88853,-80.157453,North Miami,Miami-Dade County,AE   (),True,2019,6073,-3078.0454545454545,0.08616955856414371
335,3.0,2.0,1871.0, Low,Single Family Home,69.0,2005.0,27.626822,-80.424345,Vero Beach,Indian River County,X   (),False,2005,4649,-426.16477272727246,-0.044016177333913935
336,3.0,2.0,1700.0, Medium,Single Family Home,32.0,2006.0,27.617015,-80.400336,Vero Beach,Indian River County,X   (),False,2018,4649,-10999.363636363636,0.023281609964899364
337,3.0,2.0,1874.0, Low,Single Family Home,23.0,1973.0,26.08438,-80.329062,Davie,Broward County,AH   (),False,2016,9250,-4329.1272727272735,0.4676038832945657
338,2.0,2.0,1266.0, Medium,Condo,25.0,2005.0,26.119266,-80.160076,Fort Lauderdale,Broward County,X500   (),True,2005,725,-5952.238636363636,-0.4651081384682212
339,4.0,3.0,2650.0, N/A,Single Family Home,76.0,2008.0,27.785572,-80.60386,Fellsmere,Indian River County,X   (),False,2013,12426,-7572.272727272728,0.3321620653493215
340,3.0,2.0,1451.0, Low,Single Family Home,3.0,1972.0,27.870996,-82.827445,Largo,Pinellas County,X   (),False,2012,5508,-8987.70707070707,0.6468830869009652
341,3.0,2.0,1451.0, Low,Single Family Home,3.0,1972.0,27.870996,-82.827445,Largo,Pinellas County,X   (),False,2012,5508,-8987.70707070707,0.6468830869009652
342,1.0,1.0,920.0, Medium,Condo,33.0,1971.0,25.982025,-80.124062,Hallandale Beach,Broward County,AE   (),True,2007,230,3899.3961038961043,0.4249287548115397
343,1.0,1.5,915.0, Medium,Condo,32.0,2007.0,25.987991,-80.131232,Hallandale Beach,Broward County,X500   (),True,2016,230,-2244.036363636364,-0.04023425760590245
344,1.0,1.5,920.0, Medium,Condo,14.0,2007.0,25.988003,-80.13047399999998,Hallandale Beach,Broward County,X500   (),True,2019,230,-509.81818181818176,0.1019251197991839
345,2.0,2.0,1404.0, Low,Single Family Home,45.0,1966.0,28.357695,-82.706755,Hudson,Pasco County,AE   (),True,2018,1435,-11241.69696969697,0.07295813625427078
346,2.0,2.0,1068.0, Low,Single Family Home,40.0,1961.0,28.359989,-82.70774200000002,Hudson,Pasco County,AE   (),True,2001,1435,3580.313636363636,1.345878434321567
347,2.0,2.0,1854.0, N/A,Townhome,7.0,2005.0,28.420848,-82.633273,Hudson,Pasco County,X   (),False,2005,1435,971.784090909091,0.15700144845431244
348,2.0,2.0,1101.0, Medium,Single Family Home,10.0,1971.0,28.339086,-82.706405,Hudson,Pasco County,AE   (),True,2018,1435,-9059.878787878788,0.31829804853497257
349,2.0,2.0,1116.0, Medium,Single Family Home,25.0,1977.0,28.336314,-82.672427,Hudson,Pasco County,X   (),False,2016,1435,-12215.763636363636,0.011024276541472422
350,5.0,4.5,3321.0, Medium,Single Family Home,47.0,1954.0,30.26129,-81.385689,Jacksonville Beach,Duval County,X500   (),True,2018,2488,8751.36363636364,0.8169010684340374
351,3.0,2.5,1892.0, Medium,Single Family Home,183.0,1990.0,28.360037,-82.699912,Hudson,Pasco County,AE   (),True,2019,1435,-16891.818181818184,0.3012824147656935
352,3.0,2.0,1957.0, Medium,Single Family Home,46.0,1991.0,28.366743,-82.66753800000002,Hudson,Pasco County,X   (),False,2009,1435,1132.916666666667,0.6786371149516457
353,3.0,2.5,2170.0, Medium,Single Family Home,50.0,1993.0,27.840201,-82.831345,Seminole,Pinellas County,AE   (),True,2019,8605,-24157.136363636364,-0.038292454084815915
354,4.0,2.0,1901.0, Medium,Single Family Home,128.0,2019.0,26.183632,-80.235179,Fort Lauderdale,Broward County,X   (),False,2019,365,-10619.363636363636,0.24299034165627545
355,4.0,3.5,2898.0, High,Single Family Home,52.0,2018.0,26.18994,-80.213493,Lauderhill,Broward County,AH   (),False,2017,365,-17419.681818181816,-0.13084489078469605
356,4.0,4.0,3683.0, Low,Single Family Home,204.0,2006.0,28.598894,-80.82470699999998,Titusville,Brevard County,X   (),False,2005,1346,14595.607954545456,12.018546233640572
357,4.0,2.0,1676.0, Medium,Single Family Home,14.0,1964.0,28.552206,-80.80758900000002,Titusville,Brevard County,X   (),False,2014,1346,-9388.246753246754,1.2798398799504265
358,4.0,3.0,1886.0, Low,Single Family Home,63.0,1978.0,27.995056,-82.13268000000002,Plant City,Hillsborough County,X   (),False,2006,4489,-1377.533333333333,-0.07457738214305522
359,3.0,2.5,1495.0, Medium,Condo,38.0,2018.0,28.296469,-80.730806,Rockledge,Brevard County,X   (),False,2018,1679,-12327.818181818182,-0.049329220755437636
360,3.0,2.0,1899.0, Medium,Single Family Home,39.0,2009.0,28.302972,-80.74861899999998,Rockledge,Brevard County,X   (),False,2018,1679,-12077.818181818182,-0.06637182727172837
361,3.0,2.5,3704.0, Medium,Single Family Home,6.0,2006.0,28.273298,-80.687811,Rockledge,Brevard County,X   (),True,1997,1679,45618.935606060615,6.064485490597399
362,3.0,2.0,1428.0, Medium,Single Family Home,16.0,1958.0,26.59754,-80.07545,Lake Worth,Palm Beach County,X   (),False,1999,1631,3188.181818181818,0.4480341006693784
363,3.0,2.0,1574.0, Medium,Single Family Home,38.0,2020.0,26.605606,-80.07669,Lake Worth,Palm Beach County,X   (),False,2019,1631,870.5454545454539,6.682366700677941
364,3.0,2.5,1540.0, Medium,Townhome,534.0,1980.0,26.645090000000003,-80.099087,Palm Springs,Palm Beach County,X   (),False,2005,1631,-5815.386363636364,-0.5315753148037639
365,1.0,1.5,800.0, Medium,Condo,66.0,1973.0,26.299212,-80.097587,Deerfield Beach,Broward County,AH   (),True,2018,3252,-2104.757575757576,1.8158922202450796
366,3.0,2.5,2160.0, Medium,Single Family Home,22.0,1991.0,26.644111,-80.15003399999998,Greenacres,Palm Beach County,X   (),True,2016,8229,-9637.709090909091,0.17905200441168714
367,3.0,2.5,2152.0, Medium,Single Family Home,71.0,2006.0,26.687225,-80.138616,Greenacres,Palm Beach County,AE   (),False,2019,8229,-7343.090909090909,0.7494605512696467
368,2.0,2.0,1312.0, Medium,Condo,48.0,1974.0,27.945659000000006,-82.83546,Clearwater Beach,Pinellas County,VE   (),True,2005,6643,-4955.295454545455,-0.1869901951066996
369,2.0,2.0,1240.0, Medium,Condo,184.0,1978.0,27.981328,-82.81750699999998,Clearwater Beach,Pinellas County,AE   (),True,2017,6643,-11916.045454545456,0.5461639934385738
370,2.0,2.0,1240.0, Medium,Condo,184.0,1978.0,27.981328,-82.81750699999998,Clearwater Beach,Pinellas County,AE   (),True,2017,6643,-11916.045454545456,0.5461639934385738
371,2.0,2.0,1920.0, Medium,Condo,81.0,1973.0,27.990195,-82.821754,Clearwater Beach,Pinellas County,AE   (),False,2016,6643,-6747.5090909090895,0.3620571108100385
372,5.0,3.5,2975.0, Low,Single Family Home,56.0,1994.0,28.306409,-80.746452,Rockledge,Brevard County,X   (),False,2010,1679,-2819.363636363638,0.9072678776315422
373,5.0,3.5,4472.0, Medium,Single Family Home,8.0,2007.0,28.282162,-80.73517,Rockledge,Brevard County,X   (),False,2020,1679,-38341.81818181818,-0.029734380724719
374,5.0,3.0,3409.0, Low,Single Family Home,169.0,2004.0,28.291197,-80.708894,Rockledge,Brevard County,X   (),False,2004,1679,-1696.2299465240646,0.0933986386176332
375,5.0,4.5,4409.0, Medium,Single Family Home,9.0,1987.0,28.24575,-80.67694399999998,Rockledge,Brevard County,X   (),True,2016,1679,-3957.636363636364,0.2895176944900701
376,4.0,2.0,1692.0, Low,Single Family Home,16.0,1963.0,28.382793,-80.672069,Merritt Island,Brevard County,X   (),True,2005,5635,-1312.681818181818,0.1551259553674741
377,4.0,3.5,4467.0, Low,Single Family Home,16.0,1987.0,28.254179,-80.66284300000002,Merritt Island,Brevard County,X   (),True,2016,5635,-11929.563636363635,-0.024662271323211304
378,1.0,1.5,8056.0, N/A,Single Family Home,66.0,1927.0,28.001868,-80.573777,Malabar,Brevard County,X   (),True,2012,13232,26833.75757575758,2.0079447809828537
379,3.0,2.0,1572.0, Medium,Single Family Home,20.0,1990.0,28.682014,-81.533585,Apopka,Orange County,X   (),False,2018,1067,-11131.060606060608,0.4214401352866588
380,3.0,1.0,1184.0, Medium,Single Family Home,226.0,1954.0,25.936425,-80.170687,North Miami Beach,Miami-Dade County,X   (),False,2020,2819,-23790.590909090908,0.529082221214577
381,3.0,1.0,1184.0, Medium,Single Family Home,226.0,1954.0,25.936425,-80.170687,North Miami Beach,Miami-Dade County,X   (),False,2020,2819,-23790.590909090908,0.529082221214577
382,4.0,4.5,3021.0, Medium,Single Family Home,375.0,2019.0,28.31573,-80.609234,Cocoa Beach,Brevard County,X   (),False,2019,5376,-28933.772727272728,-0.16138495266085107
383,4.0,4.5,3021.0, Medium,Single Family Home,375.0,2019.0,28.315452,-80.60928100000002,Cocoa Beach,Brevard County,X   (),True,2019,5376,-29751.954545454544,-0.1775882516058881
384,4.0,4.5,3021.0, Medium,Single Family Home,719.0,2020.0,28.315465000000003,-80.609063,Cocoa Beach,Brevard County,X   (),True,2019,5376,-26206.5,-0.09120951406435984
385,4.0,3.5,3004.0, Medium,Single Family Home,22.0,1959.0,30.306962,-81.406902,Jacksonville Beach,Duval County,X   (),False,2011,2488,-1386.8090909090936,3.460423532332366
386,4.0,2.5,2700.0, Low,Single Family Home,51.0,2002.0,30.268555,-81.43414,Jacksonville Beach,Duval County,X   (),False,2018,2488,-20361.90909090909,0.035887262590189865
387,2.0,2.0,1547.0, Medium,Condo,10.0,1980.0,25.696694,-80.161357,Key Biscayne,Miami-Dade County,AE   (),True,1999,7235,6578.136363636364,-0.030362628775026487
388,2.0,2.0,964.0, Medium,Condo,261.0,1964.0,25.689857,-80.160285,Key Biscayne,Miami-Dade County,AE   (),True,2010,7235,-9004.909090909092,0.21055580805396995
389,2.0,2.0,1700.0, Medium,Condo,1115.0,1998.0,25.688612,-80.162012,Key Biscayne,Miami-Dade County,AE   (),True,1998,7235,9291.513833992092,0.3116190147845437
390,5.0,4.0,3502.0, Low,Single Family Home,48.0,2005.0,26.07745,-80.351276,Davie,Broward County,X   (),False,2013,6748,-8467.988636363636,0.31476191492690897
391,3.0,2.5,2844.0, Medium,Single Family Home,13.0,2006.0,28.193790000000003,-80.66186400000002,Melbourne,Brevard County,X   (),False,2003,1007,10366.08080808081,18.348286049243505
392,3.0,2.0,1688.0, Medium,Single Family Home,15.0,1994.0,28.193702,-80.660028,Melbourne,Brevard County,X   (),False,2014,1007,-7766.376623376624,0.4709339265790552
393,3.0,3.0,2025.0, Medium,Condo,68.0,1988.0,26.450732,-80.16100300000002,Delray Beach,Palm Beach County,X   (),False,2008,1470,-7617.601398601399,-0.6478330137898394
394,3.0,2.0,1657.0, Medium,Townhome,38.0,1989.0,26.449768,-80.165748,Delray Beach,Palm Beach County,X   (),True,2020,1470,-14011.818181818182,0.4895513960369464
395,3.0,2.0,2290.0, Medium,Single Family Home,6.0,2012.0,26.459428000000006,-80.201449,Delray Beach,Palm Beach County,X   (),False,2012,1470,-6466.404040404041,0.036335054909576565
396,4.0,3.5,3326.0, Low,Single Family Home,147.0,2004.0,30.310829,-81.409788,Neptune Beach,Duval County,AE   (),True,2003,10909,14218.883838383836,2.4599659855798017
397,3.0,2.0,1745.0, Medium,Single Family Home,17.0,1991.0,26.039603,-80.354636,Davie,Broward County,X500   (),False,2007,6748,6230.603896103897,0.3957539488560036
398,3.0,2.0,1538.0, Medium,Single Family Home,5.0,1990.0,26.048032,-80.374894,Fort Lauderdale,Broward County,X500   (),False,2003,6748,598.1666666666661,0.4984556008075467
399,5.0,4.5,3828.0, Medium,Single Family Home,15.0,1996.0,30.103109000000003,-81.717578,Fleming Island,Clay County,X   (),False,2001,4380,-3044.995454545455,-0.3190152775105585
400,5.0,4.0,2876.0, Medium,Single Family Home,31.0,1999.0,30.103789000000006,-81.72882800000002,Fleming Island,Clay County,X   (),False,2014,4380,-6283.558441558441,0.1119824736017206
401,5.0,4.0,3475.0, Medium,Single Family Home,178.0,2001.0,30.05057,-81.706232,Fleming Island,Clay County,X   (),False,2010,4380,-898.909090909091,0.09617379759323401
402,5.0,4.0,3321.0, Low,Single Family Home,37.0,2003.0,30.105917,-81.744577,Fleming Island,Clay County,AE   (),True,2015,4380,-5986.424242424243,0.06633788402107571
403,5.0,4.0,3321.0, Low,Single Family Home,37.0,2003.0,30.105917,-81.744577,Fleming Island,Clay County,AE   (),True,2015,4380,-5986.424242424243,0.06633788402107571
404,5.0,5.0,3726.0, Low,Single Family Home,27.0,1988.0,30.07362,-81.697918,Fleming Island,Clay County,X   (),False,2014,4380,2443.7142857142867,0.3186491402683873
405,5.0,3.0,2613.0, Low,Single Family Home,25.0,2003.0,26.802915,-80.29007299999998,Loxahatchee,Palm Beach County,X   (),False,2013,5080,-9049.795454545456,4.454796761531368
406,5.0,3.5,4200.0, Low,Single Family Home,148.0,2018.0,26.747352000000006,-80.3511,Loxahatchee,Palm Beach County,X   (),True,2016,5080,37384.781818181815,11.534033110386284
407,5.0,5.5,5123.0, Medium,Single Family Home,164.0,2005.0,26.143917,-80.303507,Plantation,Broward County,AH   (),False,2016,6109,40636.545454545456,9.724079048466038
408,5.0,4.5,3271.0, Medium,Townhome,127.0,2019.0,26.164609,-80.315017,Sunrise,Broward County,X500   (),False,2019,6109,-18549.318181818184,0.15908089529606495
409,3.0,2.0,1239.0, Medium,Single Family Home,72.0,1961.0,25.874264,-80.314918,Hialeah,Miami-Dade County,AH   (),False,2012,270,-12265.676767676767,-0.2440750658867465
410,3.0,2.0,1296.0, High,Condo,215.0,1974.0,25.870801,-80.321749,Hialeah,Miami-Dade County,AH   (),False,2015,270,-19604.272727272728,0.08594961970698067
411,2.0,1.5,878.0, Medium,Single Family Home,108.0,1977.0,28.03031,-80.62976,Palm Bay,Brevard County,X   (),True,2014,3539,-5413.688311688312,1.0240655356891455
412,2.0,1.5,878.0, Medium,Single Family Home,108.0,1977.0,28.03031,-80.62976,Palm Bay,Brevard County,X   (),True,2014,3539,-5413.688311688312,1.0240655356891455
413,2.0,1.5,878.0, Medium,Single Family Home,108.0,1977.0,28.03031,-80.62976,Palm Bay,Brevard County,X   (),True,2014,3539,-5413.688311688312,1.0240655356891455
414,4.0,2.5,2379.0, Low,Single Family Home,62.0,1978.0,27.963095000000006,-82.308289,Brandon,Hillsborough County,X   (),False,2013,4151,-7068.511363636364,0.11208682589755148
415,4.0,2.5,2393.0, Medium,Single Family Home,183.0,2020.0,27.964455,-82.31006500000002,Brandon,Hillsborough County,X   (),False,2017,4151,6071.31818181818,4.909614385574821
416,4.0,2.0,1862.0, Low,Single Family Home,226.0,2020.0,27.955637,-82.296693,Brandon,Hillsborough County,X   (),False,2019,4151,-3802.7272727272716,5.33740628997569
417,5.0,4.0,3528.0, Low,Single Family Home,188.0,1954.0,30.342048,-81.398457,Atlantic Beach,Duval County,X   (),False,2015,4161,-39976.51515151515,-0.14846405638560695
418,5.0,3.0,3209.0, Low,Single Family Home,198.0,2019.0,30.332371,-81.40196999999998,Atlantic Beach,Duval County,X   (),True,2018,4161,-6284.393939393935,2.1031249595768107
419,2.0,2.5,1235.0, Medium,Condo,11.0,1980.0,26.11641,-80.366827,Weston,Broward County,X500   (),False,2004,3337,-179.0213903743315,0.04543444086162174
420,2.0,2.5,1480.0, Medium,Townhome,53.0,2001.0,26.120608,-80.354444,Sunrise,Broward County,AH   (),False,2018,3337,-5111.818181818182,0.04755835034380232
421,4.0,2.0,1470.0, Medium,Single Family Home,9.0,2004.0,25.921287,-80.26743499999998,Opa Locka,Miami-Dade County,X500   (),False,2015,4955,-14811.060606060602,0.15446939307954732
422,3.0,2.0,1642.0, Medium,Single Family Home,8.0,1999.0,26.001297,-80.365602,Pembroke Pines,Broward County,X500   (),False,2008,292,3100.230769230769,0.3902848644216596
423,3.0,2.0,1542.0, Medium,Single Family Home,110.0,2004.0,25.960203,-80.33073,Miramar,Broward County,X   (),True,2021,292,,0.055979643765903316
424,4.0,3.0,2318.0, Medium,Single Family Home,11.0,1997.0,28.181572,-82.445922,Lutz,Pasco County,X   (),False,2019,7272,-22344.590909090908,0.15602551863149458
425,4.0,3.0,2318.0, Medium,Single Family Home,11.0,1997.0,28.181572,-82.445922,Lutz,Pasco County,X   (),False,2019,7272,-22344.590909090908,0.15602551863149458
426,5.0,6.5,4301.0, Medium,Single Family Home,82.0,2018.0,26.119225,-80.372688,Weston,Broward County,X500   (),False,2019,3337,-27940.90909090909,-0.12581886923992186
427,5.0,6.5,4301.0, Medium,Single Family Home,82.0,2018.0,26.119225,-80.372688,Weston,Broward County,X500   (),False,2019,3337,-27940.90909090909,-0.12581886923992186
428,5.0,4.5,3900.0, Medium,Single Family Home,75.0,1993.0,26.111794,-80.399394,Weston,Broward County,X500   (),False,2016,3337,-7607.890909090909,0.09032218081429352
429,5.0,4.5,3900.0, Medium,Single Family Home,75.0,1993.0,26.111794,-80.399394,Weston,Broward County,X500   (),False,2016,3337,-7607.890909090909,0.09032218081429352
430,2.0,2.0,912.0, Medium,Condo,28.0,1985.0,27.958338,-82.789037,Clearwater,Pinellas County,X   (),False,2011,2465,-9368.99090909091,-0.5305778709158843
431,4.0,3.0,2431.0, Medium,Single Family Home,44.0,1993.0,28.050304,-82.761896,Palm Harbor,Pinellas County,X   (),False,2015,2711,-20050.560606060604,-0.18320892883304785
432,4.0,3.0,2431.0, Medium,Single Family Home,44.0,1993.0,28.050304,-82.761896,Palm Harbor,Pinellas County,X   (),False,2015,2711,-20050.560606060604,-0.18320892883304785
433,2.0,2.0,1060.0, Medium,Townhome,68.0,1982.0,26.022044,-80.272225,Pembroke Pines,Broward County,X500   (),False,2016,158,-13380.945454545457,-0.04869217371784579
434,3.0,2.5,1853.0, Low,Single Family Home,29.0,1959.0,27.901701,-82.831007,Largo,Pinellas County,AE   (),True,2013,3084,-7364.875,-0.0769340075009931
435,1.0,2.0,1125.0, Medium,Condo,718.0,2018.0,25.932874,-80.12120300000002,Sunny Isles Beach,Miami-Dade County,X500   (),True,2018,79,-1851.1818181818185,-0.02034416668826592
436,3.0,2.0,1576.0, Medium,Single Family Home,18.0,1960.0,26.197375,-80.124423,Fort Lauderdale,Broward County,X500   (),True,2006,2828,3167.1151515151514,0.21178024035530785
437,3.0,2.0,1422.0, N/A,Single Family Home,78.0,1997.0,24.673795,-81.390079,Summerland Key,Monroe County,AE   (),True,2015,9917,-1816.666666666668,0.7477061956492125
438,4.0,2.0,1521.0, Medium,Single Family Home,36.0,1962.0,26.02603,-80.174544,Hollywood,Broward County,X500   (),False,2020,663,-36342.90909090909,0.3710469173071703
439,4.0,2.5,2100.0, Medium,Townhome,27.0,1982.0,26.031798,-80.192184,Hollywood,Broward County,X500   (),False,2002,663,-4606.612440191388,0.43816783137458537
440,4.0,2.5,2620.0, Medium,Single Family Home,85.0,2017.0,30.076958,-81.705515,Fleming Island,Clay County,X   (),False,2017,4380,-11195.477272727272,0.07869093174639552
441,4.0,2.5,2916.0, Low,Single Family Home,31.0,1995.0,30.115837,-81.71224000000002,Fleming Island,Clay County,X   (),False,2008,4380,-135.4265734265737,0.044165545806960034
442,4.0,4.0,3344.0, Low,Single Family Home,2.0,2017.0,30.094982,-81.71695600000002,Fleming Island,Clay County,X   (),True,2021,4380,,0.07214428857715431
443,4.0,3.0,2489.0, Low,Single Family Home,38.0,2017.0,30.092508,-81.71440799999998,Fleming Island,Clay County,X   (),False,2018,4380,-8313.575757575756,0.15208185079152306
444,3.0,2.5,2257.0, Medium,Single Family Home,6.0,1979.0,28.156107,-82.783889,Tarpon Springs,Pinellas County,X500   (),False,2011,3087,-1983.8090909090893,0.9666538356308252
445,3.0,2.5,1602.0, High,Townhome,17.0,2015.0,28.171151,-82.74095200000002,Tarpon Springs,Pinellas County,X500   (),False,2015,3087,-14762.227272727272,-0.2135367448004641
446,3.0,2.0,1300.0, Medium,Condo,30.0,1990.0,28.130597,-82.743057,Tarpon Springs,Pinellas County,X500   (),False,2019,3087,-18652.636363636364,0.03006411114380325
447,3.0,2.0,1861.0, Low,Single Family Home,103.0,1982.0,28.151578000000004,-82.788933,Tarpon Springs,Pinellas County,VE   (),True,2015,3087,-11398.590909090908,-0.14408619534991468
448,3.0,2.0,1693.0, Medium,Single Family Home,43.0,1957.0,26.115226,-80.16405400000002,Fort Lauderdale,Broward County,X500   (),True,2020,725,-28190.272727272728,-0.0059920993599481545
449,3.0,2.0,1800.0, Medium,Single Family Home,285.0,1955.0,26.097919,-80.190708,Fort Lauderdale,Broward County,X500   (),False,2018,725,-14909.636363636364,0.13513844146311627
450,3.0,2.0,1907.0, Medium,Single Family Home,81.0,2000.0,26.060816,-80.193225,Fort Lauderdale,Broward County,X   (),False,2013,725,-13911.875,-0.5145766532505561
451,5.0,4.5,3919.0, Medium,Single Family Home,47.0,2000.0,27.998807,-82.145471,Plant City,Hillsborough County,AE   (),False,2001,6623,3100.4636363636364,-0.4020256896275436
452,3.0,2.5,2303.0, Medium,Townhome,71.0,2016.0,28.126281,-82.544903,Lutz,Hillsborough County,X   (),True,2017,4908,-11018.113636363636,-0.04380091470957684
453,2.0,2.5,3104.0, N/A,Single Family Home,15.0,1991.0,24.644574,-81.56008,Summerland Key,Monroe County,AE   (),False,2018,9917,14876.090909090914,0.659154956113428
454,3.0,3.5,2158.0, Medium,Condo,494.0,2015.0,25.935893,-80.14871,Aventura,Miami-Dade County,AE   (),True,2015,79,24094.196969696968,0.1969772196159968
455,3.0,3.5,2599.0, Medium,Condo,45.0,2015.0,25.935893,-80.14871,Aventura,Miami-Dade County,AE   (),True,2017,79,67993.5,0.6374536004238018
456,3.0,3.5,2599.0, Medium,Condo,45.0,2015.0,25.935893,-80.14871,Aventura,Miami-Dade County,AE   (),True,2017,79,67993.5,0.6374536004238018
457,3.0,2.5,1640.0, Medium,Townhome,104.0,1973.0,25.9371,-80.13373299999998,North Miami Beach,Miami-Dade County,AE   (),True,2009,79,-3003.901515151516,0.6203883236028818
458,3.0,2.5,1640.0, Medium,Townhome,104.0,1973.0,25.9371,-80.13373299999998,North Miami Beach,Miami-Dade County,AE   (),True,2009,79,-3003.901515151516,0.6203883236028818
459,2.0,2.5,1999.0, Medium,Condo,761.0,2015.0,25.935893,-80.14871,Aventura,Miami-Dade County,AE   (),True,2016,79,13988.127272727274,0.3162681877058318
460,2.0,2.0,1667.0, Medium,Condo,642.0,2015.0,25.935893,-80.14871,Aventura,Miami-Dade County,AE   (),True,2016,79,4851.7636363636375,0.10034624137219887
461,2.0,2.0,1667.0, Medium,Condo,642.0,2015.0,25.935893,-80.14871,Aventura,Miami-Dade County,AE   (),True,2016,79,4851.7636363636375,0.10034624137219887
462,2.0,2.0,1666.0, Medium,Condo,72.0,1974.0,25.945316,-80.142423,Aventura,Miami-Dade County,AE   (),True,2015,79,1733.4242424242425,0.10626835014404494
463,2.0,2.5,1570.0, Medium,Townhome,79.0,1974.0,25.934098,-80.132604,North Miami Beach,Miami-Dade County,AE   (),True,2015,79,2415.2424242424245,0.12572343813699194
464,2.0,2.5,1570.0, Medium,Townhome,79.0,1974.0,25.934098,-80.132604,North Miami Beach,Miami-Dade County,AE   (),True,2015,79,2415.2424242424245,0.12572343813699194
465,4.0,2.5,2176.0, Low,Single Family Home,10.0,2000.0,26.126653,-80.422436,Weston,Broward County,X500   (),False,2017,7397,1498.8863636363642,0.728892273496957
466,4.0,2.5,2176.0, Low,Single Family Home,10.0,2000.0,26.126653,-80.422436,Weston,Broward County,X500   (),False,2017,7397,1498.8863636363642,0.728892273496957
